Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Young's Modulus [Pa]	Contact Point [m]	Baseline [N]	Discontinuity Position	Discontinuity Width [m]	Adhesion [N]	ResidualRMS [N]
qi_treated28_top-data-2023.04.26-17.04.50.562_01855.jpk-qi-series	1855	-1.99491e-07	-8.72854e-06	-8.86645e-09	-0.00448309	5.48527e-06	7.52428e+07	3.91828e-08	-2.11850e-10		0.00000	0.00000	7.65011e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01856.jpk-qi-series	1856	-4.32413e-08	-8.72854e-06	-9.87704e-09	-0.00435805	5.43140e-06	5.83250e+07	4.74453e-08	-1.30482e-10		0.00000	0.00000	9.55341e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01857.jpk-qi-series	1857	1.13009e-07	-8.72854e-06	-8.57505e-09	-0.00448803	5.35562e-06	6.55479e+07	3.85254e-08	-3.07547e-10		0.00000	0.00000	7.69202e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01858.jpk-qi-series	1858	2.69259e-07	-8.72854e-06	-8.78757e-09	-0.00443347	5.25377e-06	1.34910e+08	2.14669e-08	-3.10435e-10		0.00000	0.00000	5.49364e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01859.jpk-qi-series	1859	4.25509e-07	-8.72854e-06	-9.37331e-09	-0.00438589	5.23916e-06	1.13927e+08	-8.65598e-08	-1.49390e-10		0.00000	0.00000	6.91356e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01860.jpk-qi-series	1860	5.81759e-07	-8.72854e-06	-8.52298e-09	-0.00445809	4.95723e-06	1.58877e+08	4.17145e-09	-2.64725e-11		0.00000	0.00000	2.29931e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01861.jpk-qi-series	1861	7.38009e-07	-8.72854e-06	-8.92248e-09	-0.00440929	4.80115e-06	1.03802e+08	1.27508e-08	-1.78740e-10		0.00000	0.00000	3.48086e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01862.jpk-qi-series	1862	8.94259e-07	-8.72854e-06	-1.01570e-08	-0.00424995	4.78310e-06	6.58236e+07	-1.36197e-07	5.25896e-12		0.00000	0.00000	6.38148e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01863.jpk-qi-series	1863	1.05051e-06	-8.72854e-06	-1.03492e-08	-0.00420887	4.77812e-06	1.38795e+08	-1.39519e-07	1.12738e-10		0.00000	0.00000	3.05612e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01864.jpk-qi-series	1864	1.20676e-06	-8.72854e-06	-9.54846e-09	-0.00428253	4.78864e-06	5.87471e+07	-1.34303e-07	-6.32261e-12		0.00000	0.00000	9.21068e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01865.jpk-qi-series	1865	1.36301e-06	-8.72854e-06	-8.97845e-09	-0.00433418	4.46657e-06	1.99355e+08	1.66918e-08	-1.78087e-10		0.00000	0.00000	5.29740e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01866.jpk-qi-series	1866	1.51926e-06	-8.72854e-06	-1.02235e-08	-0.00420511	4.35737e-06	1.14611e+08	5.14170e-09	2.48786e-11		0.00000	0.00000	6.09946e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01867.jpk-qi-series	1867	1.67551e-06	-8.72854e-06	-1.04451e-08	-0.00416596	4.37486e-06	1.73568e+08	-1.45062e-07	1.73547e-10		0.00000	0.00000	3.79023e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01868.jpk-qi-series	1868	1.83176e-06	-8.72854e-06	-1.02943e-08	-0.00415106	4.03455e-06	1.02612e+08	2.52044e-08	2.97487e-11		0.00000	0.00000	4.01173e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01869.jpk-qi-series	1869	1.98801e-06	-8.72854e-06	-1.13731e-08	-0.00402106	3.94473e-06	2.20295e+07	-5.58734e-09	7.83287e-11		0.00000	0.00000	1.21854e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01870.jpk-qi-series	1870	2.14426e-06	-8.72854e-06	-9.72655e-09	-0.00419132	3.60452e-06	4.74004e+07	-4.39663e-07	1.02003e-08		0.00000	0.00000	4.83220e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01871.jpk-qi-series	1871	2.30051e-06	-8.72854e-06	-1.11055e-08	-0.00397924	3.04582e-06	5.97523e+07	-1.31938e-07	4.63487e-10		0.00000	0.00000	4.49704e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01872.jpk-qi-series	1872	2.45676e-06	-8.72854e-06	-9.93075e-09	-0.00415039	2.16103e-06	1.97955e+07	1.60403e-08	3.06785e-10		0.00000	0.00000	7.62549e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01873.jpk-qi-series	1873	2.61301e-06	-8.72854e-06	-9.68152e-09	-0.00410462	1.72759e-06	1.79233e+07	8.55895e-08	1.47109e-11		0.00000	0.00000	1.07205e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01874.jpk-qi-series	1874	2.76926e-06	-8.72854e-06	-9.57869e-09	-0.00408939	1.34390e-06	9.29183e+06	9.99779e-08	-1.09107e-10		0.00000	0.00000	1.15904e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01875.jpk-qi-series	1875	2.92551e-06	-8.72854e-06	-9.70865e-09	-0.00398685	1.27411e-06	5.74876e+06	-1.47032e-07	-3.73127e-12		0.00000	0.00000	8.49152e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01876.jpk-qi-series	1876	3.08176e-06	-8.72854e-06	-7.39049e-09	-0.00447279	7.24223e-07	9.02786e+06	1.87622e-09	3.31208e-10		0.00000	0.00000	1.51822e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01877.jpk-qi-series	1877	3.23801e-06	-8.72854e-06	-9.15334e-09	-0.00397263	4.00460e-07	3.37444e+07	-4.00639e-08	5.86666e-10		0.00000	0.00000	4.78624e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01878.jpk-qi-series	1878	3.39426e-06	-8.72854e-06	-6.98630e-09	-0.00451296	7.11823e-08	1.79136e+08	2.37378e-09	-6.81125e-11		0.00000	0.00000	4.51357e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01879.jpk-qi-series	1879	3.55051e-06	-8.72854e-06	-8.75585e-09	-0.00393190	-2.73560e-08	3.73574e+07	-6.25687e-08	3.35479e-10		0.00000	0.00000	4.73325e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01880.jpk-qi-series	1880	3.70676e-06	-8.72854e-06	-6.58964e-09	-0.00452131	-3.22811e-07	1.32623e+08	-2.41786e-09	-2.02045e-10		0.00000	0.00000	4.05547e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01881.jpk-qi-series	1881	3.86301e-06	-8.72854e-06	-8.80293e-09	-0.00378353	-3.94398e-07	1.70062e+08	-1.35558e-07	2.28484e-09		0.00000	0.00000	9.95730e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01882.jpk-qi-series	1882	4.01926e-06	-8.72854e-06	-7.40156e-09	-0.00418184	3.81531e-08	6.81943e+07	4.31960e-08	-2.51183e-10		0.00000	0.00000	1.24482e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01883.jpk-qi-series	1883	4.17551e-06	-8.72854e-06	-6.73717e-09	-0.00438423	3.92829e-07	3.13527e+08	-8.17798e-08	-2.70573e-10		0.00000	0.00000	5.27951e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01884.jpk-qi-series	1884	4.33176e-06	-8.72854e-06	-9.50679e-09	-0.00373640	4.49757e-07	8.12674e+07	3.95649e-08	4.30352e-10		0.00000	0.00000	1.03911e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01885.jpk-qi-series	1885	4.48801e-06	-8.72854e-06	-8.70547e-09	-0.00394640	4.49251e-07	4.20910e+08	1.29539e-08	3.04239e-10		0.00000	0.00000	5.94641e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01886.jpk-qi-series	1886	4.64426e-06	-8.72854e-06	-7.24656e-09	-0.00428477	5.64414e-07	6.26264e+08	7.35602e-09	-4.87783e-12		0.00000	0.00000	4.88975e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01887.jpk-qi-series	1887	4.80051e-06	-8.72854e-06	-6.18494e-09	-0.00455350	5.55834e-07	2.21015e+08	2.54796e-08	-3.64546e-10		0.00000	0.00000	7.86139e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01888.jpk-qi-series	1888	4.95676e-06	-8.72854e-06	-6.86787e-09	-0.00438048	5.40260e-07	2.63520e+08	2.27665e-08	-1.86432e-10		0.00000	0.00000	8.93874e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01889.jpk-qi-series	1889	5.11301e-06	-8.72854e-06	-7.64842e-09	-0.00416668	5.57950e-07	2.12453e+07	1.06840e-07	-2.15676e-10		0.00000	0.00000	2.48125e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01890.jpk-qi-series	1890	5.26926e-06	-8.72854e-06	-8.12258e-09	-0.00401478	4.55994e-07	2.09805e+08	1.65384e-08	1.59051e-10		0.00000	0.00000	5.98151e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01891.jpk-qi-series	1891	5.42551e-06	-8.72854e-06	-7.91969e-09	-0.00403876	4.19664e-07	2.79046e+07	-4.56450e-08	-1.69214e-10		0.00000	0.00000	1.63533e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01892.jpk-qi-series	1892	5.58176e-06	-8.72854e-06	-6.90281e-09	-0.00432672	1.04517e-07	4.43234e+07	4.93053e-08	-2.09230e-10		0.00000	0.00000	9.76525e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01893.jpk-qi-series	1893	5.73801e-06	-8.72854e-06	-7.82906e-09	-0.00394879	-3.77732e-08	200239	6.73041e-07	-1.67747e-09		0.00000	0.00000	7.21888e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01894.jpk-qi-series	1894	5.89426e-06	-8.72854e-06	-6.17930e-09	-0.00440945								
qi_treated28_top-data-2023.04.26-17.04.50.562_01895.jpk-qi-series	1895	6.05051e-06	-8.72854e-06	-6.14971e-09	-0.00437037		15.0672	1.45996e-06	-1.58544e-10		0.00000	0.00000	3.36455e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01896.jpk-qi-series	1896	6.20676e-06	-8.72854e-06	-6.25775e-09	-0.00428729		85.0400	1.05081e-06	-1.59992e-10		0.00000	0.00000	3.46136e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01897.jpk-qi-series	1897	6.36301e-06	-8.72854e-06	-6.72288e-09	-0.00418179		51.7336	3.69992e-06	-1.62187e-10		0.00000	0.00000	3.48065e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01898.jpk-qi-series	1898	6.51926e-06	-8.72854e-06	-6.76783e-09	-0.00412844		29.3990	6.62512e-06	-4.26253e-10		0.00000	0.00000	3.46744e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01899.jpk-qi-series	1899	6.67551e-06	-8.72854e-06	-6.95398e-09	-0.00401118		34.8282	6.80577e-06	-5.21147e-10		0.00000	0.00000	3.44109e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01900.jpk-qi-series	1900	6.83176e-06	-8.72854e-06	-7.08385e-09	-0.00396848		77.4745	4.58976e-06	-2.95963e-10		0.00000	0.00000	3.40095e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01901.jpk-qi-series	1901	6.98801e-06	-8.72854e-06	-7.59539e-09	-0.00383806		132.881	4.08436e-06	-2.84623e-10		0.00000	0.00000	3.33391e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01902.jpk-qi-series	1902	7.14426e-06	-8.72854e-06	-7.00299e-09	-0.00404524		66.5969	4.92427e-06	-3.18369e-10		0.00000	0.00000	3.28181e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01903.jpk-qi-series	1903	7.30051e-06	-8.72854e-06	-7.05859e-09	-0.00398532		108.154	3.71178e-06	-1.96408e-10		0.00000	0.00000	3.17827e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01904.jpk-qi-series	1904	7.45676e-06	-8.72854e-06	-7.21864e-09	-0.00396765	-8.83368e-07	100.523	4.99445e-06	-2.43432e-10		0.00000	0.00000	3.12802e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01905.jpk-qi-series	1905	7.61301e-06	-8.72854e-06	-7.04381e-09	-0.00397741	-8.85476e-07	107.013	4.58784e-06	-1.93688e-10		0.00000	0.00000	3.04830e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01906.jpk-qi-series	1906	7.76926e-06	-8.72854e-06	-7.20502e-09	-0.00393711	-8.51998e-07	85.2515	5.31485e-06	-2.83689e-10		0.00000	0.00000	3.03586e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01907.jpk-qi-series	1907	7.92551e-06	-8.72854e-06	-7.35541e-09	-0.00396236	-8.72530e-07	53.3970	6.94252e-06	-5.20295e-10		0.00000	0.00000	3.08687e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01908.jpk-qi-series	1908	8.08176e-06	-8.72854e-06	-7.60454e-09	-0.00385972		65.8065	5.53995e-06	-4.69475e-10		0.00000	0.00000	3.20739e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01909.jpk-qi-series	1909	8.23801e-06	-8.72854e-06	-7.79729e-09	-0.00377666	-8.80736e-07	73.9845	6.73572e-06	-5.98891e-10		0.00000	0.00000	3.39734e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01910.jpk-qi-series	1910	8.39426e-06	-8.72854e-06	-8.18244e-09	-0.00364898	-8.62360e-07	371992	2.77007e-09	6.01637e-10		0.00000	0.00000	3.67544e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01911.jpk-qi-series	1911	8.55051e-06	-8.72854e-06	-8.04410e-09	-0.00371327	-8.76027e-07	83.2136	6.71427e-06	-6.36589e-10		0.00000	0.00000	3.78940e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01912.jpk-qi-series	1912	8.70676e-06	-8.72854e-06	-8.22319e-09	-0.00372065	-8.76614e-07	8.02062e+06	-1.78171e-08	6.08871e-10		0.00000	0.00000	4.01441e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01913.jpk-qi-series	1913	8.86301e-06	-8.72854e-06	-8.26504e-09	-0.00362975	-8.78722e-07	991094	2.87257e-09	6.78046e-10		0.00000	0.00000	4.11544e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01914.jpk-qi-series	1914	9.01926e-06	-8.72854e-06	-7.86664e-09	-0.00371772	-8.78614e-07	1.12011e+06	6.86520e-09	5.61389e-10		0.00000	0.00000	4.03824e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01915.jpk-qi-series	1915	9.17551e-06	-8.72854e-06	-8.29514e-09	-0.00358606	-8.59466e-07	874146	4.10643e-09	7.39593e-10		0.00000	0.00000	3.95099e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01916.jpk-qi-series	1916	9.33176e-06	-8.72854e-06	-7.99319e-09	-0.00376308	-8.71630e-07	1.05555e+06	1.39673e-08	5.58392e-10		0.00000	0.00000	3.72804e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01917.jpk-qi-series	1917	9.48801e-06	-8.72854e-06	-8.07148e-09	-0.00366463	-8.48922e-07	648979	9.24796e-09	6.47358e-10		0.00000	0.00000	3.53769e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01918.jpk-qi-series	1918	9.64426e-06	-8.72854e-06	-8.05702e-09	-0.00362219	-8.47445e-07	513285	1.52919e-08	6.78260e-10		0.00000	0.00000	3.29241e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01919.jpk-qi-series	1919	9.80051e-06	-8.72854e-06	-7.84114e-09	-0.00368278	-8.48040e-07	601079	1.33258e-08	5.85814e-10		0.00000	0.00000	3.05550e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01920.jpk-qi-series	1920	-1.00432e-05	-8.57229e-06	-1.94015e-08	-0.00433885	4.78962e-06	3.28433e+08	9.15738e-09	1.43678e-10		0.00000	0.00000	3.80253e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01921.jpk-qi-series	1921	-9.88699e-06	-8.57229e-06	-1.64456e-08	-0.00468646	3.38757e-06	1.75403e+07	3.49447e-08	2.40104e-08		0.00000	0.00000	8.72456e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01922.jpk-qi-series	1922	-9.73074e-06	-8.57229e-06	-1.82319e-08	-0.00440207	2.93413e-06	8.09918e+07	-1.17480e-07	2.23641e-10		0.00000	0.00000	7.23035e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01923.jpk-qi-series	1923	-9.57449e-06	-8.57229e-06	-1.70942e-08	-0.00448961	2.52553e-06	1.71151e+09	-6.52253e-08	3.19970e-10		0.00000	0.00000	5.25131e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01924.jpk-qi-series	1924	-9.41824e-06	-8.57229e-06	-2.01494e-08	-0.00392445	2.53597e-06	1.11689e+08	-1.47994e-07	9.05425e-10		0.00000	0.00000	6.96057e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01925.jpk-qi-series	1925	-9.26199e-06	-8.57229e-06	-1.74491e-08	-0.00434734	2.51166e-06	9.66707e+07	-2.42009e-07	3.22060e-10		0.00000	0.00000	6.08020e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01926.jpk-qi-series	1926	-9.10574e-06	-8.57229e-06	-1.94424e-08	-0.00401992	2.07971e-06	6.27829e+08	-1.28884e-07	8.87617e-10		0.00000	0.00000	5.48116e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01927.jpk-qi-series	1927	-8.94949e-06	-8.57229e-06	-1.63724e-08	-0.00448435	1.76476e-06	3.04532e+07	8.13208e-08	-3.84949e-10		0.00000	0.00000	2.36381e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01928.jpk-qi-series	1928	-8.79324e-06	-8.57229e-06	-1.94206e-08	-0.00385028	1.63588e-06	3.05722e+08	-1.92638e-07	6.17334e-10		0.00000	0.00000	4.92851e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01929.jpk-qi-series	1929	-8.63699e-06	-8.57229e-06	-1.61885e-08	-0.00452960	4.73624e-07	8.59713e+07	2.86137e-08	2.67276e-09		0.00000	0.00000	1.45396e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01930.jpk-qi-series	1930	-8.48074e-06	-8.57229e-06	-1.87638e-08	-0.00371076	2.97793e-07	7.06218e+08	-1.66670e-07	8.32994e-10		0.00000	0.00000	6.44840e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01931.jpk-qi-series	1931	-8.32449e-06	-8.57229e-06	-1.55747e-08	-0.00441474	2.76145e-07	6.95712e+08	-1.20146e-07	-4.49846e-11		0.00000	0.00000	5.67601e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01932.jpk-qi-series	1932	-8.16824e-06	-8.57229e-06	-1.82154e-08	-0.00376723	2.94884e-07	5.46522e+08	-6.82055e-08	6.18245e-10		0.00000	0.00000	5.77253e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01933.jpk-qi-series	1933	-8.01199e-06	-8.57229e-06	-1.94147e-08	-0.00339588	4.02472e-07	3.84941e+08	7.21286e-09	9.46193e-10		0.00000	0.00000	4.77831e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01934.jpk-qi-series	1934	-7.85574e-06	-8.57229e-06	-1.38662e-08	-0.00485236	6.96438e-07	9.45827e+08	-1.48181e-07	-5.80135e-10		0.00000	0.00000	6.55066e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01935.jpk-qi-series	1935	-7.69949e-06	-8.57229e-06	-1.73160e-08	-0.00398444	7.37776e-07	4.38746e+08	-1.56230e-07	4.55091e-10		0.00000	0.00000	4.23698e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01936.jpk-qi-series	1936	-7.54324e-06	-8.57229e-06	-1.72408e-08	-0.00398823	7.39466e-07	1.01940e+08	-5.76473e-08	2.13555e-10		0.00000	0.00000	9.35903e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01937.jpk-qi-series	1937	-7.38699e-06	-8.57229e-06	-1.86668e-08	-0.00368790	7.56363e-07	1.25710e+08	-3.32311e-08	4.46443e-10		0.00000	0.00000	1.34156e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01938.jpk-qi-series	1938	-7.23074e-06	-8.57229e-06	-1.87222e-08	-0.00372290	8.07292e-07	1.06680e+08	-5.92731e-08	8.53731e-10		0.00000	0.00000	9.03822e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01939.jpk-qi-series	1939	-7.07449e-06	-8.57229e-06	-1.82208e-08	-0.00381301	1.18865e-06	4.37136e+08	-3.99055e-07	3.66850e-09		0.00000	0.00000	1.35576e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01940.jpk-qi-series	1940	-6.91824e-06	-8.57229e-06	-1.44368e-08	-0.00465371	1.59016e-06	1.33999e+08	-6.35130e-07	5.09764e-09		0.00000	0.00000	1.91095e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01941.jpk-qi-series	1941	-6.76199e-06	-8.57229e-06	-1.58195e-08	-0.00436472	1.80051e-06	2.11777e+08	-7.68048e-07	1.34320e-08		0.00000	0.00000	3.88763e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01942.jpk-qi-series	1942	-6.60574e-06	-8.57229e-06	-1.73957e-08	-0.00399310	2.16604e-06	438095	1.47661e-07	5.82136e-10		0.00000	0.00000	2.43705e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01943.jpk-qi-series	1943	-6.44949e-06	-8.57229e-06	-1.73253e-08	-0.00403071	2.53380e-06	377367	3.08050e-07	-4.18321e-10		0.00000	0.00000	2.35477e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01944.jpk-qi-series	1944	-6.29324e-06	-8.57229e-06	-1.43897e-08	-0.00465137	2.87484e-06	352603	2.64123e-07	-9.70434e-10		0.00000	0.00000	9.75592e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01945.jpk-qi-series	1945	-6.13699e-06	-8.57229e-06	-1.66664e-08	-0.00417902	2.95192e-06	258375	5.15775e-07	-1.50226e-09		0.00000	0.00000	2.09306e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01946.jpk-qi-series	1946	-5.98074e-06	-8.57229e-06	-1.76276e-08	-0.00400391	3.02819e-06	276801	7.46302e-07	-4.65392e-09		0.00000	0.00000	3.78690e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01947.jpk-qi-series	1947	-5.82449e-06	-8.57229e-06	-1.57646e-08	-0.00435087	3.33868e-06	638386	2.58253e-07	-3.58310e-09		0.00000	0.00000	4.77818e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01948.jpk-qi-series	1948	-5.66824e-06	-8.57229e-06	-1.76055e-08	-0.00403061	3.34638e-06	884847	6.62564e-08	-1.24463e-09		0.00000	0.00000	2.19906e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01949.jpk-qi-series	1949	-5.51199e-06	-8.57229e-06	-1.58984e-08	-0.00432310	2.93048e-06	226115	9.22551e-07	-5.46247e-09		0.00000	0.00000	8.71806e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01950.jpk-qi-series	1950	-5.35574e-06	-8.57229e-06	-1.53101e-08	-0.00443946	2.76480e-06	69355.4	1.64173e-06	-7.50857e-09		0.00000	0.00000	9.41161e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01951.jpk-qi-series	1951	-5.19949e-06	-8.57229e-06	-1.60164e-08	-0.00417434	1.53696e-06	5.11503e+07	-2.75644e-07	1.17598e-08		0.00000	0.00000	3.07158e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01952.jpk-qi-series	1952	-5.04324e-06	-8.57229e-06	-1.47234e-08	-0.00440753	1.25923e-06	5.59990e+07	4.20578e-08	-1.56222e-10		0.00000	0.00000	8.61516e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01953.jpk-qi-series	1953	-4.88699e-06	-8.57229e-06	-1.45562e-08	-0.00447629	1.29948e-06	7.31594e+07	2.44329e-08	-1.01073e-10		0.00000	0.00000	2.89110e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01954.jpk-qi-series	1954	-4.73074e-06	-8.57229e-06	-1.44197e-08	-0.00448028	1.51554e-06	7.95457e+07	-1.59040e-07	-6.44050e-11		0.00000	0.00000	5.18365e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01955.jpk-qi-series	1955	-4.57449e-06	-8.57229e-06	-1.45163e-08	-0.00443987	1.52676e-06	7.35948e+07	-1.35424e-07	-7.32900e-11		0.00000	0.00000	3.67951e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01956.jpk-qi-series	1956	-4.41824e-06	-8.57229e-06	-1.45382e-08	-0.00440492	1.52341e-06	5.36991e+07	-1.31790e-07	-1.54812e-10		0.00000	0.00000	7.46356e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01957.jpk-qi-series	1957	-4.26199e-06	-8.57229e-06	-1.41929e-08	-0.00442521	1.51089e-06	2.69678e+07	-8.12181e-08	-2.58965e-10		0.00000	0.00000	1.10986e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_01958.jpk-qi-series	1958	-4.10574e-06	-8.57229e-06	-1.48081e-08	-0.00430330	1.53669e-06	6.53789e+07	-7.33024e-08	-3.89490e-11		0.00000	0.00000	4.89622e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01959.jpk-qi-series	1959	-3.94949e-06	-8.57229e-06	-1.69227e-08	-0.00387975	1.56502e-06	1.79176e+08	-4.19466e-08	3.63047e-10		0.00000	0.00000	3.38333e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01960.jpk-qi-series	1960	-3.79324e-06	-8.57229e-06	-1.62513e-08	-0.00405282	1.55220e-06	1.31944e+08	-4.22911e-08	2.65864e-10		0.00000	0.00000	3.13824e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01961.jpk-qi-series	1961	-3.63699e-06	-8.57229e-06	-1.60557e-08	-0.00406615	1.53416e-06	8.45418e+07	2.22527e-08	2.37365e-10		0.00000	0.00000	2.48025e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01962.jpk-qi-series	1962	-3.48074e-06	-8.57229e-06	-1.56807e-08	-0.00415342	2.00501e-06	3.13861e+07	-3.16132e-07	3.51766e-10		0.00000	0.00000	7.62075e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01963.jpk-qi-series	1963	-3.32449e-06	-8.57229e-06	-1.51904e-08	-0.00422458	1.58037e-06	5.70586e+07	-1.14965e-08	1.28316e-10		0.00000	0.00000	4.88082e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01964.jpk-qi-series	1964	-3.16824e-06	-8.57229e-06	-1.53881e-08	-0.00414531	1.52597e-06	5.46157e+07	-5.98641e-08	1.51570e-10		0.00000	0.00000	4.99181e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01965.jpk-qi-series	1965	-3.01199e-06	-8.57229e-06	-1.50474e-08	-0.00417535	1.69114e-06	8.46116e+07	2.86530e-08	8.81669e-11		0.00000	0.00000	6.13421e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_01966.jpk-qi-series	1966	-2.85574e-06	-8.57229e-06	-1.46526e-08	-0.00427447	2.13677e-06	1.31965e+08	-1.32254e-08	-1.08015e-10		0.00000	0.00000	5.64766e-09
