Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Young's Modulus [Pa]	Contact Point [m]	Baseline [N]	Discontinuity Position	Discontinuity Width [m]	Adhesion [N]	ResidualRMS [N]
qi_treated28_top-data-2023.04.26-17.04.50.562_00000.jpk-qi-series	0	-1.00432e-05	-1.09160e-05	5.54254e-08	-0.00399361	3.89818e-06	6.21175e+08	-1.54318e-08	5.62748e-11		0.00000	0.00000	3.25767e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00001.jpk-qi-series	1	-9.88699e-06	-1.09160e-05	5.47097e-08	-0.00384678	3.95508e-06	1.00713e+09	1.41879e-09	1.25060e-12		0.00000	0.00000	3.59799e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00002.jpk-qi-series	2	-9.73074e-06	-1.09160e-05	5.48215e-08	-0.00386136	3.85326e-06	6.50059e+08	5.77940e-09	-7.62483e-11		0.00000	0.00000	3.06957e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00003.jpk-qi-series	3	-9.57449e-06	-1.09160e-05	5.58312e-08	-0.00405539	3.82703e-06	2.20216e+08	-6.16401e-08	-3.92999e-11		0.00000	0.00000	4.43413e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00004.jpk-qi-series	4	-9.41824e-06	-1.09160e-05	5.50531e-08	-0.00394169	3.84098e-06	3.40509e+08	-1.01214e-07	8.16522e-11		0.00000	0.00000	7.13641e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00005.jpk-qi-series	5	-9.26199e-06	-1.09160e-05	5.42488e-08	-0.00381233	3.84713e-06	1.51045e+08	-8.37113e-08	9.61991e-11		0.00000	0.00000	8.64384e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00006.jpk-qi-series	6	-9.10574e-06	-1.09160e-05	5.37348e-08	-0.00372731	3.58368e-06	1.93117e+08	8.59051e-09	3.33274e-10		0.00000	0.00000	3.46376e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00007.jpk-qi-series	7	-8.94949e-06	-1.09160e-05	5.54328e-08	-0.00394399	3.39936e-06	1.17132e+09	-8.18669e-08	1.56265e-10		0.00000	0.00000	2.96671e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00008.jpk-qi-series	8	-8.79324e-06	-1.09160e-05	5.39606e-08	-0.00369608	3.11771e-06	1.79862e+08	2.73922e-08	7.84928e-11		0.00000	0.00000	1.06476e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00009.jpk-qi-series	9	-8.63699e-06	-1.09160e-05	5.56173e-08	-0.00392981	2.95128e-06	5.02710e+08	-5.18979e-08	8.11017e-11		0.00000	0.00000	3.05968e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00010.jpk-qi-series	10	-8.48074e-06	-1.09160e-05	5.33276e-08	-0.00357511	2.97384e-06	1.02838e+08	-2.50473e-07	7.55003e-10		0.00000	0.00000	1.02771e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00011.jpk-qi-series	11	-8.32449e-06	-1.09160e-05	5.39567e-08	-0.00368785	2.52152e-06	3.04186e+07	-3.16637e-08	-8.44412e-12		0.00000	0.00000	2.25932e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00012.jpk-qi-series	12	-8.16824e-06	-1.09160e-05	5.42559e-08	-0.00366966	2.13302e-06	7.05320e+07	-2.48854e-07	1.79805e-09		0.00000	0.00000	8.85806e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00013.jpk-qi-series	13	-8.01199e-06	-1.09160e-05	5.49546e-08	-0.00370361	2.04859e-06	9.29806e+07	-6.49342e-07	3.75361e-09		0.00000	0.00000	1.16479e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00014.jpk-qi-series	14	-7.85574e-06	-1.09160e-05	5.42922e-08	-0.00354118	2.10370e-06	437492	2.04044e-07	-1.01264e-10		0.00000	0.00000	2.41555e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00015.jpk-qi-series	15	-7.69949e-06	-1.09160e-05	5.62521e-08	-0.00393598	2.51496e-06	257126	4.10125e-07	-3.31931e-09		0.00000	0.00000	2.85911e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00016.jpk-qi-series	16	-7.54324e-06	-1.09160e-05	5.41188e-08	-0.00345165	2.57718e-06	214990	6.74678e-07	-4.34990e-09		0.00000	0.00000	3.72221e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00017.jpk-qi-series	17	-7.38699e-06	-1.09160e-05	5.71237e-08	-0.00413626	2.94855e-06	303741	3.09988e-07	-2.19494e-09		0.00000	0.00000	3.07913e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00018.jpk-qi-series	18	-7.23074e-06	-1.09160e-05	5.55495e-08	-0.00380688	3.09290e-06	393761	6.05336e-07	-3.22905e-09		0.00000	0.00000	3.93449e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00019.jpk-qi-series	19	-7.07449e-06	-1.09160e-05	5.73602e-08	-0.00420008	3.38692e-06	594427	4.54880e-07	-3.74068e-09		0.00000	0.00000	5.92235e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00020.jpk-qi-series	20	-6.91824e-06	-1.09160e-05	5.81377e-08	-0.00430447	3.38152e-06	2.23430e+06	1.07242e-07	-7.45277e-10		0.00000	0.00000	8.31644e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00021.jpk-qi-series	21	-6.76199e-06	-1.09160e-05	5.32275e-08	-0.00354245	3.40074e-06	2.67825e+06	-1.43862e-09	-3.35086e-10		0.00000	0.00000	1.34601e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00022.jpk-qi-series	22	-6.60574e-06	-1.09160e-05	5.56624e-08	-0.00395653	3.04792e-06	1.01062e+06	3.85254e-07	-1.25009e-09		0.00000	0.00000	2.84826e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00023.jpk-qi-series	23	-6.44949e-06	-1.09160e-05	1.62177e-07	-0.0263900	2.84652e-06	34270.6	2.07183e-06	-7.80242e-09		0.00000	0.00000	1.38787e-07
qi_treated28_top-data-2023.04.26-17.04.50.562_00024.jpk-qi-series	24	-6.29324e-06	-1.09160e-05	1.41224e-07	-0.0242989	1.51497e-06	714143	-5.60273e-07	2.50249e-08		0.00000	0.00000	7.81427e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00025.jpk-qi-series	25	-6.13699e-06	-1.09160e-05	5.49816e-08	-0.00349179	7.53166e-07	1.79076e+06	-2.82794e-07	3.90724e-09		0.00000	0.00000	2.64781e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00026.jpk-qi-series	26	-5.98074e-06	-1.09160e-05	5.60281e-08	-0.00375345	7.67594e-07	1.64977e+07	-8.75910e-07	5.16610e-09		0.00000	0.00000	1.45724e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00027.jpk-qi-series	27	-5.82449e-06	-1.09160e-05	5.70388e-08	-0.00403597	8.12607e-07	6.65466e+07	-1.25273e-06	1.03424e-08		0.00000	0.00000	2.38424e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00028.jpk-qi-series	28	-5.66824e-06	-1.09160e-05	5.47367e-08	-0.00315931	1.18640e-06	37562.6	1.59061e-07	6.50149e-10		0.00000	0.00000	6.93948e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00029.jpk-qi-series	29	-5.51199e-06	-1.09160e-05	5.61707e-08	-0.00362704	1.17692e-06	31413.1	2.15097e-07	5.61059e-10		0.00000	0.00000	5.89016e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00030.jpk-qi-series	30	-5.35574e-06	-1.09160e-05	5.64714e-08	-0.00375368	1.20111e-06	31715.7	2.35669e-07	6.72046e-10		0.00000	0.00000	5.70138e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00031.jpk-qi-series	31	-5.19949e-06	-1.09160e-05	5.72611e-08	-0.00393597	1.27988e-06	34079.5	2.37340e-07	7.10803e-10		0.00000	0.00000	4.83339e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00032.jpk-qi-series	32	-5.04324e-06	-1.09160e-05	5.82452e-08	-0.00426705	1.60062e-06	29928.8	1.77741e-07	1.63633e-10		0.00000	0.00000	4.04849e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00033.jpk-qi-series	33	-4.88699e-06	-1.09160e-05	6.02962e-08	-0.00491947	1.61026e-06	34245.3	1.74422e-07	1.06680e-10		0.00000	0.00000	4.28986e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00034.jpk-qi-series	34	-4.73074e-06	-1.09160e-05	6.37545e-08	-0.00595015	1.64217e-06	35548.5	2.83356e-07	-4.49681e-10		0.00000	0.00000	5.19351e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00035.jpk-qi-series	35	-4.57449e-06	-1.09160e-05	6.93804e-08	-0.00762160	1.67748e-06	29480.1	5.36339e-07	-1.31410e-09		0.00000	0.00000	6.84182e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00036.jpk-qi-series	36	-4.41824e-06	-1.09160e-05	7.56665e-08	-0.00944536	1.72494e-06	25431.2	7.70595e-07	-2.33627e-09		0.00000	0.00000	9.10960e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00037.jpk-qi-series	37	-4.26199e-06	-1.09160e-05	8.44053e-08	-0.0119790	2.00855e-06	2.07298e+07	-2.62219e-06	3.30490e-08		0.00000	0.00000	4.73986e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00038.jpk-qi-series	38	-4.10574e-06	-1.09160e-05	7.82270e-08	-0.0100720	2.04968e-06	4.80991e+06	-2.07036e-06	2.53422e-08		0.00000	0.00000	4.20114e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00039.jpk-qi-series	39	-3.94949e-06	-1.09160e-05	6.17100e-08	-0.00510095	2.43389e-06	928759	-1.67992e-06	1.27742e-08		0.00000	0.00000	4.58202e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00040.jpk-qi-series	40	-3.79324e-06	-1.09160e-05	5.74409e-08	-0.00399725	2.44772e-06	1.24822e+07	-1.88120e-06	1.10349e-08		0.00000	0.00000	3.05316e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00041.jpk-qi-series	41	-3.63699e-06	-1.09160e-05	5.77232e-08	-0.00405004	2.05996e-06	3.95480e+07	-1.23339e-06	4.64604e-09		0.00000	0.00000	1.33999e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00042.jpk-qi-series	42	-3.48074e-06	-1.09160e-05	5.72529e-08	-0.00400522	1.97763e-06	3.50386e+07	-7.11419e-07	8.14048e-10		0.00000	0.00000	6.72496e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00043.jpk-qi-series	43	-3.32449e-06	-1.09160e-05	5.68475e-08	-0.00394288	1.71273e-06	8.05725e+07	-8.17297e-08	9.56298e-11		0.00000	0.00000	2.01308e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00044.jpk-qi-series	44	-3.16824e-06	-1.09160e-05	5.75187e-08	-0.00406754	2.02380e-06	5.75020e+07	3.38178e-08	-1.57465e-10		0.00000	0.00000	4.44344e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00045.jpk-qi-series	45	-3.01199e-06	-1.09160e-05	5.74183e-08	-0.00403856	2.54993e-06	3.88677e+07	5.38369e-08	-3.04001e-10		0.00000	0.00000	1.15416e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00046.jpk-qi-series	46	-2.85574e-06	-1.09160e-05	5.72065e-08	-0.00401220	3.01403e-06	1.90495e+07	4.77620e-08	-1.81098e-10		0.00000	0.00000	5.50352e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00047.jpk-qi-series	47	-2.69949e-06	-1.09160e-05	5.82502e-08	-0.00416868	3.44231e-06	1.61300e+07	-4.23314e-09	9.83725e-11		0.00000	0.00000	9.82929e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00048.jpk-qi-series	48	-2.54324e-06	-1.09160e-05	5.88531e-08	-0.00424629	4.23198e-06	3.83340e+06	4.05798e-08	-4.29854e-10		0.00000	0.00000	1.87685e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00049.jpk-qi-series	49	-2.38699e-06	-1.09160e-05	5.58243e-08	-0.00385641	4.72096e-06	2.46946e+07	-3.44838e-07	6.03980e-10		0.00000	0.00000	1.17341e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00050.jpk-qi-series	50	-2.23074e-06	-1.09160e-05	5.64081e-08	-0.00395738	4.70535e-06	3.65855e+07	-9.54259e-08	-2.58226e-10		0.00000	0.00000	1.04766e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00051.jpk-qi-series	51	-2.07449e-06	-1.09160e-05	5.70042e-08	-0.00406728	4.66701e-06	1.10561e+08	2.21057e-08	-8.88078e-11		0.00000	0.00000	4.93607e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00052.jpk-qi-series	52	-1.91824e-06	-1.09160e-05	5.71862e-08	-0.00404835	4.96473e-06	3.53266e+07	4.59678e-08	-3.37469e-10		0.00000	0.00000	1.10611e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00053.jpk-qi-series	53	-1.76199e-06	-1.09160e-05	5.75670e-08	-0.00409669	5.11825e-06	1.70284e+08	-5.98683e-08	-9.78250e-11		0.00000	0.00000	4.09921e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00054.jpk-qi-series	54	-1.60574e-06	-1.09160e-05	5.76097e-08	-0.00408519	5.16286e-06	1.00268e+08	1.84804e-08	-1.95538e-10		0.00000	0.00000	9.05421e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00055.jpk-qi-series	55	-1.44949e-06	-1.09160e-05	5.77702e-08	-0.00410404	5.21267e-06	2.99489e+08	1.25992e-08	-1.21439e-10		0.00000	0.00000	3.98848e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00056.jpk-qi-series	56	-1.29324e-06	-1.09160e-05	5.60024e-08	-0.00389768	5.33586e-06	1.78055e+08	1.70916e-08	-1.44286e-11		0.00000	0.00000	4.10602e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00057.jpk-qi-series	57	-1.13699e-06	-1.09160e-05	5.69003e-08	-0.00401212	5.34246e-06	1.51532e+08	2.58685e-08	-1.15205e-10		0.00000	0.00000	6.42381e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00058.jpk-qi-series	58	-9.80741e-07	-1.09160e-05	5.80376e-08	-0.00412244	5.35479e-06	1.69412e+08	2.13635e-08	-1.99910e-10		0.00000	0.00000	5.93556e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00059.jpk-qi-series	59	-8.24491e-07	-1.09160e-05	5.78553e-08	-0.00408662	5.35654e-06	1.09789e+08	2.94833e-08	-1.91339e-10		0.00000	0.00000	4.97524e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00060.jpk-qi-series	60	-6.68241e-07	-1.09160e-05	5.71078e-08	-0.00401385	5.37365e-06	1.59869e+08	2.42854e-08	-1.63318e-10		0.00000	0.00000	7.39996e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00061.jpk-qi-series	61	-5.11991e-07	-1.09160e-05	5.75724e-08	-0.00404033	5.32092e-06	1.27541e+08	2.68325e-08	-2.02382e-10		0.00000	0.00000	5.48240e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00062.jpk-qi-series	62	-3.55741e-07	-1.09160e-05	5.85396e-08	-0.00414697	5.30976e-06	6.13070e+07	4.03444e-08	-3.87153e-10		0.00000	0.00000	5.14315e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00063.jpk-qi-series	63	-1.99491e-07	-1.09160e-05	5.80623e-08	-0.00409556	5.21625e-06	8.28539e+07	3.40151e-08	-2.00961e-10		0.00000	0.00000	4.60922e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00064.jpk-qi-series	64	-4.32413e-08	-1.09160e-05	5.69414e-08	-0.00396961	5.10903e-06	1.47683e+08	1.84651e-08	9.44012e-12		0.00000	0.00000	2.87538e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00065.jpk-qi-series	65	1.13009e-07	-1.09160e-05	5.75700e-08	-0.00403601	5.01567e-06	2.33252e+08	7.12375e-09	-2.87488e-11		0.00000	0.00000	4.20319e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00066.jpk-qi-series	66	2.69259e-07	-1.09160e-05	5.87897e-08	-0.00412815	4.86020e-06	2.08806e+08	1.84294e-08	-3.26364e-10		0.00000	0.00000	4.58261e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00067.jpk-qi-series	67	4.25509e-07	-1.09160e-05	5.74686e-08	-0.00400221	4.77631e-06	1.73528e+08	-6.77484e-08	-1.22682e-10		0.00000	0.00000	4.58397e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00068.jpk-qi-series	68	5.81759e-07	-1.09160e-05	5.65675e-08	-0.00388801	4.48937e-06	7.47143e+07	1.21117e-08	-3.55633e-11		0.00000	0.00000	3.19059e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00069.jpk-qi-series	69	7.38009e-07	-1.09160e-05	5.69399e-08	-0.00390715	4.33598e-06	7.30437e+07	2.47167e-08	-8.87069e-11		0.00000	0.00000	5.68887e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00070.jpk-qi-series	70	8.94259e-07	-1.09160e-05	5.54083e-08	-0.00374925	4.33329e-06	9.16950e+06	1.03512e-07	6.72648e-11		0.00000	0.00000	2.08673e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00071.jpk-qi-series	71	1.05051e-06	-1.09160e-05	5.54832e-08	-0.00376583	4.33215e-06	6.44604e+07	-1.71484e-07	1.15678e-10		0.00000	0.00000	5.79246e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00072.jpk-qi-series	72	1.20676e-06	-1.09160e-05	5.61405e-08	-0.00381252	4.33558e-06	7.77652e+07	-1.95522e-07	-6.39985e-11		0.00000	0.00000	1.00108e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00073.jpk-qi-series	73	1.36301e-06	-1.09160e-05	5.65993e-08	-0.00389328	3.97968e-06	3.03197e+07	6.22390e-08	-1.35745e-10		0.00000	0.00000	9.86790e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00074.jpk-qi-series	74	1.51926e-06	-1.09160e-05	5.63181e-08	-0.00386958	3.93252e-06	1.27258e+08	-1.61156e-07	7.12902e-11		0.00000	0.00000	3.82319e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00075.jpk-qi-series	75	1.67551e-06	-1.09160e-05	5.58486e-08	-0.00376242	3.64264e-06	5.21386e+07	3.94273e-08	-6.00411e-11		0.00000	0.00000	6.54413e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00076.jpk-qi-series	76	1.83176e-06	-1.09160e-05	5.66761e-08	-0.00387128	2.16930e-06	1.66506e+07	3.98595e-08	1.95947e-08		0.00000	0.00000	9.06455e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00077.jpk-qi-series	77	1.98801e-06	-1.09160e-05	5.59958e-08	-0.00368790	1.76331e-06	1.74344e+07	6.90664e-08	1.32023e-10		0.00000	0.00000	6.84100e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00078.jpk-qi-series	78	2.14426e-06	-1.09160e-05	5.58516e-08	-0.00362306	1.34482e-06	1.30084e+07	7.20141e-08	3.07392e-10		0.00000	0.00000	6.57665e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00079.jpk-qi-series	79	2.30051e-06	-1.09160e-05	5.69287e-08	-0.00382239	2.20424e-06	280873	-6.93565e-08	4.66584e-09		0.00000	0.00000	4.84741e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00080.jpk-qi-series	80	2.45676e-06	-1.09160e-05	1.43463e-07	-0.0227162	2.84473e-06	74776.1	9.11016e-07	-2.32098e-09		0.00000	0.00000	6.17957e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00081.jpk-qi-series	81	2.61301e-06	-1.09160e-05	2.85838e-07	-0.0549710	2.94286e-06	62566.9	1.09479e-06	-5.16368e-09		0.00000	0.00000	7.07496e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00082.jpk-qi-series	82	2.76926e-06	-1.09160e-05	1.06230e-07	-0.0141869	3.12195e-06	60277.6	2.09955e-06	-2.52480e-08		0.00000	0.00000	1.12324e-07
qi_treated28_top-data-2023.04.26-17.04.50.562_00083.jpk-qi-series	83	2.92551e-06	-1.09160e-05	5.78621e-08	-0.00397169	3.19796e-06	3.71057e+06	1.50596e-07	-9.67955e-10		0.00000	0.00000	1.07749e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00084.jpk-qi-series	84	3.08176e-06	-1.09160e-05	5.66665e-08	-0.00389340	3.12722e-06	784675	4.11779e-07	-1.44395e-09		0.00000	0.00000	3.09019e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00085.jpk-qi-series	85	3.23801e-06	-1.09160e-05	5.68057e-08	-0.00385512	2.95708e-06	186969	9.14362e-07	-3.57408e-09		0.00000	0.00000	1.02035e-07
qi_treated28_top-data-2023.04.26-17.04.50.562_00086.jpk-qi-series	86	3.39426e-06	-1.09160e-05	5.72191e-08	-0.00391459	2.95586e-06	141747	8.65469e-07	-6.24996e-09		0.00000	0.00000	6.50698e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00087.jpk-qi-series	87	3.55051e-06	-1.09160e-05	5.68920e-08	-0.00379392	2.58889e-06	131665	8.10548e-07	-3.74354e-09		0.00000	0.00000	5.06295e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00088.jpk-qi-series	88	3.70676e-06	-1.09160e-05	5.63977e-08	-0.00366895	2.07607e-06	301544	1.98712e-07	8.90825e-10		0.00000	0.00000	3.27915e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00089.jpk-qi-series	89	3.86301e-06	-1.09160e-05	5.64320e-08	-0.00364268	1.65792e-06	711385	7.55174e-10	1.41625e-09		0.00000	0.00000	3.86121e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00090.jpk-qi-series	90	4.01926e-06	-1.09160e-05	5.63759e-08	-0.00363988	1.27893e-06	9.87894e+07	-3.88090e-07	5.98869e-09		0.00000	0.00000	2.17957e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00091.jpk-qi-series	91	4.17551e-06	-1.09160e-05	5.68773e-08	-0.00374149	1.24043e-06	1.21982e+08	-3.18649e-07	5.50353e-10		0.00000	0.00000	1.01274e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00092.jpk-qi-series	92	4.33176e-06	-1.09160e-05	5.66828e-08	-0.00367806	8.49210e-07	1.29167e+08	2.52173e-08	2.93387e-10		0.00000	0.00000	4.70405e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00093.jpk-qi-series	93	4.48801e-06	-1.09160e-05	5.69986e-08	-0.00372776	8.59878e-07	2.76761e+08	1.25313e-08	2.18368e-10		0.00000	0.00000	2.76217e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00094.jpk-qi-series	94	4.64426e-06	-1.09160e-05	5.67635e-08	-0.00368746	8.29876e-07	2.71146e+08	1.37237e-08	2.66090e-10		0.00000	0.00000	5.17170e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00095.jpk-qi-series	95	4.80051e-06	-1.09160e-05	5.65884e-08	-0.00363550	8.05738e-07	1.39141e+08	-4.30187e-08	2.21421e-10		0.00000	0.00000	5.45503e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00096.jpk-qi-series	96	4.95676e-06	-1.09160e-05	5.78606e-08	-0.00388961	7.59182e-07	1.86066e+08	-1.26149e-07	-9.98238e-11		0.00000	0.00000	9.54738e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00097.jpk-qi-series	97	5.11301e-06	-1.09160e-05	5.79058e-08	-0.00387769	5.12211e-07	7.20990e+07	3.05475e-08	4.95712e-11		0.00000	0.00000	5.16400e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00098.jpk-qi-series	98	5.26926e-06	-1.09160e-05	5.79640e-08	-0.00390959	2.38214e-07	5.00453e+06	2.17090e-07	-8.47878e-10		0.00000	0.00000	2.64608e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_00099.jpk-qi-series	99	5.42551e-06	-1.09160e-05	5.85005e-08	-0.00395449	1.71219e-08	1.36476e+08	-4.52203e-07	1.14439e-09		0.00000	0.00000	7.78276e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00100.jpk-qi-series	100	5.58176e-06	-1.09160e-05	5.73420e-08	-0.00351443	-4.94459e-07	2.23825e+08	1.94715e-08	3.48368e-10		0.00000	0.00000	5.88676e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00101.jpk-qi-series	101	5.73801e-06	-1.09160e-05	5.80396e-08	-0.00374003	-6.17505e-07	1.46517e+08	2.41420e-08	6.26298e-11		0.00000	0.00000	5.19264e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00102.jpk-qi-series	102	5.89426e-06	-1.09160e-05	5.86478e-08	-0.00389306		17713.5	-3.77853e-07	-4.23392e-11		0.00000	0.00000	1.51440e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00103.jpk-qi-series	103	6.05051e-06	-1.09160e-05	5.89544e-08	-0.00395707		2344.45	7.24658e-08	-4.42305e-11		0.00000	0.00000	1.53973e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00104.jpk-qi-series	104	6.20676e-06	-1.09160e-05	5.89209e-08	-0.00390380		1252.36	1.13938e-07	-9.73748e-11		0.00000	0.00000	1.61850e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00105.jpk-qi-series	105	6.36301e-06	-1.09160e-05	5.86646e-08	-0.00388759	-7.49002e-07	2.66796e+08	-2.11775e-08	4.70961e-11		0.00000	0.00000	2.47309e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00106.jpk-qi-series	106	6.51926e-06	-1.09160e-05	5.85723e-08	-0.00384873	-7.26631e-07	1.78392e+08	1.11178e-08	5.20784e-12		0.00000	0.00000	3.54519e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00107.jpk-qi-series	107	6.67551e-06	-1.09160e-05	5.84544e-08	-0.00379383	-8.35737e-07	176.341	2.77570e-06	-5.52262e-11		0.00000	0.00000	1.81254e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00108.jpk-qi-series	108	6.83176e-06	-1.09160e-05	5.81701e-08	-0.00373601		164.164	2.00689e-06	-5.45952e-11		0.00000	0.00000	1.82959e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00109.jpk-qi-series	109	6.98801e-06	-1.09160e-05	5.81930e-08	-0.00375680		213.028	1.96019e-06	-5.68312e-11		0.00000	0.00000	1.86939e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00110.jpk-qi-series	110	7.14426e-06	-1.09160e-05	5.81142e-08	-0.00370856		209.297	2.31390e-06	-6.97790e-11		0.00000	0.00000	1.91461e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00111.jpk-qi-series	111	7.30051e-06	-1.09160e-05	5.81427e-08	-0.00375012		216.025	2.01488e-06	-5.61763e-11		0.00000	0.00000	1.94034e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00112.jpk-qi-series	112	7.45676e-06	-1.09160e-05	5.78401e-08	-0.00367031		224.186	2.34807e-06	-7.99767e-11		0.00000	0.00000	1.97111e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_00113.jpk-qi-series	113	7.61301e-06	-1.09160e-05	5.80667e-08	-0.00377168		279.182	1.48288e-06	-5.76646e-11		0.00000	0.00000	2.03141e-09
